grid_point,hhinc_low,x,y
792,0,7770901.0722,490973.79689999996
793,0,7770901.0722,480413.79689999996
794,0,7770901.0722,469853.79689999996
795,0,7770901.0722,459293.79689999996
796,78,7781461.0722,691613.7969
797,78,7781461.0722,681053.7969
798,131,7781461.0722,670493.7969
799,78,7781461.0722,659933.7969
800,201,7781461.0722,649373.7969
801,201,7781461.0722,649373.7969
802,201,7781461.0722,638813.7969
803,201,7781461.0722,638813.7969
804,111,7781461.0722,628253.7969
805,299,7781461.0722,617693.7969
806,299,7781461.0722,607133.7969
807,130,7781461.0722,596573.7969
808,130,7781461.0722,586013.7969
809,130,7781461.0722,575453.7969
810,0,7781461.0722,564893.7969
811,0,7781461.0722,554333.7969
812,0,7781461.0722,543773.7969
813,0,7781461.0722,533213.7969
814,0,7781461.0722,522653.79689999996
815,0,7781461.0722,512093.79689999996
816,0,7781461.0722,501533.79689999996
817,0,7781461.0722,490973.79689999996
818,0,7781461.0722,480413.79689999996
819,0,7781461.0722,469853.79689999996
820,0,7781461.0722,459293.79689999996
821,0,7781461.0722,448733.79689999996
822,78,7792021.0722,691613.7969
823,78,7792021.0722,681053.7969
824,78,7792021.0722,670493.7969
825,78,7792021.0722,659933.7969
826,201,7792021.0722,649373.7969
827,201,7792021.0722,649373.7969
828,201,7792021.0722,638813.7969
829,201,7792021.0722,638813.7969
830,299,7792021.0722,628253.7969
831,299,7792021.0722,617693.7969
832,299,7792021.0722,607133.7969
833,0,7792021.0722,596573.7969
834,0,7792021.0722,586013.7969
835,0,7792021.0722,575453.7969
836,0,7792021.0722,564893.7969
837,0,7792021.0722,554333.7969
838,0,7792021.0722,543773.7969
839,0,7792021.0722,533213.7969
840,0,7792021.0722,522653.79689999996
841,0,7792021.0722,512093.79689999996
842,0,7792021.0722,501533.79689999996
843,0,7792021.0722,490973.79689999996
844,0,7792021.0722,480413.79689999996
845,0,7792021.0722,469853.79689999996
846,0,7792021.0722,459293.79689999996
847,0,7792021.0722,448733.79689999996
848,78,7802581.0722,691613.7969
849,78,7802581.0722,681053.7969
850,78,7802581.0722,670493.7969
851,78,7802581.0722,659933.7969
852,201,7802581.0722,649373.7969
853,201,7802581.0722,649373.7969
854,201,7802581.0722,638813.7969
855,201,7802581.0722,638813.7969
856,299,7802581.0722,628253.7969
857,299,7802581.0722,617693.7969
858,299,7802581.0722,607133.7969
859,299,7802581.0722,596573.7969
860,299,7802581.0722,586013.7969
861,0,7802581.0722,575453.7969
862,0,7802581.0722,564893.7969
863,0,7802581.0722,554333.7969
864,0,7802581.0722,543773.7969
865,0,7802581.0722,533213.7969
866,0,7802581.0722,522653.79689999996
867,0,7802581.0722,512093.79689999996
868,0,7802581.0722,501533.79689999996
869,0,7802581.0722,490973.79689999996
870,0,7802581.0722,480413.79689999996
871,0,7802581.0722,469853.79689999996
872,0,7802581.0722,459293.79689999996
873,0,7802581.0722,448733.79689999996
874,78,7813141.0722,691613.7969
875,78,7813141.0722,681053.7969
876,78,7813141.0722,670493.7969
877,78,7813141.0722,659933.7969
878,201,7813141.0722,649373.7969
879,201,7813141.0722,649373.7969
880,201,7813141.0722,638813.7969
881,201,7813141.0722,638813.7969
882,201,7813141.0722,628253.7969
883,201,7813141.0722,628253.7969
884,299,7813141.0722,617693.7969
885,299,7813141.0722,607133.7969
886,299,7813141.0722,596573.7969
887,299,7813141.0722,586013.7969
888,0,7813141.0722,575453.7969
889,0,7813141.0722,564893.7969
890,0,7813141.0722,554333.7969
891,0,7813141.0722,543773.7969
892,0,7813141.0722,533213.7969
893,0,7813141.0722,522653.79689999996
894,0,7813141.0722,512093.79689999996
895,0,7813141.0722,501533.79689999996
896,0,7813141.0722,490973.79689999996
897,0,7813141.0722,480413.79689999996
898,0,7813141.0722,469853.79689999996
899,0,7813141.0722,459293.79689999996
900,0,7813141.0722,448733.79689999996
901,78,7823701.0722,702173.7969
902,78,7823701.0722,691613.7969
903,78,7823701.0722,681053.7969
904,78,7823701.0722,670493.7969
905,78,7823701.0722,659933.7969
906,201,7823701.0722,649373.7969
907,201,7823701.0722,649373.7969
908,201,7823701.0722,638813.7969
909,201,7823701.0722,638813.7969
910,201,7823701.0722,628253.7969
911,201,7823701.0722,628253.7969
912,272,7823701.0722,617693.7969
913,299,7823701.0722,607133.7969
914,299,7823701.0722,596573.7969
915,299,7823701.0722,586013.7969
916,0,7823701.0722,575453.7969
917,0,7823701.0722,564893.7969
918,0,7823701.0722,554333.7969
919,0,7823701.0722,543773.7969
920,0,7823701.0722,533213.7969
921,0,7823701.0722,522653.79689999996
922,0,7823701.0722,512093.79689999996
923,0,7823701.0722,501533.79689999996
924,0,7823701.0722,490973.79689999996
925,0,7823701.0722,480413.79689999996
926,0,7823701.0722,469853.79689999996
927,0,7823701.0722,459293.79689999996
928,0,7823701.0722,448733.79689999996
929,78,7834261.0722,702173.7969
930,78,7834261.0722,691613.7969
931,78,7834261.0722,681053.7969
932,78,7834261.0722,670493.7969
933,78,7834261.0722,659933.7969
934,201,7834261.0722,649373.7969
935,201,7834261.0722,649373.7969
936,201,7834261.0722,638813.7969
937,201,7834261.0722,638813.7969
938,201,7834261.0722,628253.7969
939,201,7834261.0722,628253.7969
940,201,7834261.0722,617693.7969
941,201,7834261.0722,617693.7969
942,79,7834261.0722,607133.7969
943,79,7834261.0722,607133.7969
944,79,7834261.0722,596573.7969
945,79,7834261.0722,596573.7969
946,0,7834261.0722,586013.7969
947,0,7834261.0722,575453.7969
948,0,7834261.0722,564893.7969
949,0,7834261.0722,554333.7969
950,0,7834261.0722,543773.7969
951,0,7834261.0722,533213.7969
952,0,7834261.0722,522653.79689999996
953,0,7834261.0722,512093.79689999996
954,0,7834261.0722,501533.79689999996
955,0,7834261.0722,490973.79689999996
956,0,7834261.0722,480413.79689999996
957,0,7834261.0722,469853.79689999996
958,0,7834261.0722,459293.79689999996
959,0,7834261.0722,448733.79689999996
960,78,7844821.0722,670493.7969
961,78,7844821.0722,659933.7969
962,201,7844821.0722,649373.7969
963,201,7844821.0722,649373.7969
964,201,7844821.0722,638813.7969
965,201,7844821.0722,638813.7969
966,201,7844821.0722,628253.7969
967,201,7844821.0722,628253.7969
968,201,7844821.0722,617693.7969
969,201,7844821.0722,617693.7969
970,201,7844821.0722,607133.7969
971,201,7844821.0722,607133.7969
972,79,7844821.0722,596573.7969
973,79,7844821.0722,596573.7969
974,79,7844821.0722,586013.7969
975,79,7844821.0722,586013.7969
976,0,7844821.0722,575453.7969
977,0,7844821.0722,564893.7969
978,0,7844821.0722,554333.7969
979,0,7844821.0722,543773.7969
980,0,7844821.0722,533213.7969
981,0,7844821.0722,522653.79689999996
982,0,7844821.0722,512093.79689999996
983,0,7844821.0722,501533.79689999996
984,0,7844821.0722,490973.79689999996
985,0,7844821.0722,480413.79689999996
986,0,7844821.0722,469853.79689999996
987,0,7844821.0722,459293.79689999996
988,0,7844821.0722,448733.79689999996
989,78,7855381.0722,659933.7969
990,201,7855381.0722,649373.7969
991,201,7855381.0722,649373.7969
992,201,7855381.0722,638813.7969
993,201,7855381.0722,638813.7969
994,201,7855381.0722,628253.7969
995,201,7855381.0722,628253.7969
996,201,7855381.0722,617693.7969
997,201,7855381.0722,617693.7969
998,201,7855381.0722,607133.7969
999,201,7855381.0722,607133.7969
1000,79,7855381.0722,596573.7969
1001,79,7855381.0722,596573.7969
1002,79,7855381.0722,586013.7969
1003,79,7855381.0722,586013.7969
1004,79,7855381.0722,575453.7969
1005,79,7855381.0722,575453.7969
1006,0,7855381.0722,564893.7969
1007,0,7855381.0722,554333.7969
1008,0,7855381.0722,543773.7969
1009,0,7855381.0722,533213.7969
1010,0,7855381.0722,522653.79689999996
1011,0,7855381.0722,512093.79689999996
1012,0,7855381.0722,501533.79689999996
1013,0,7855381.0722,490973.79689999996
1014,0,7855381.0722,480413.79689999996
1015,0,7855381.0722,469853.79689999996
1016,0,7855381.0722,459293.79689999996
1017,0,7855381.0722,448733.79689999996
1018,201,7865941.0722,649373.7969
1019,201,7865941.0722,649373.7969
1020,201,7865941.0722,638813.7969
1021,201,7865941.0722,638813.7969
1022,201,7865941.0722,628253.7969
1023,201,7865941.0722,628253.7969
1024,201,7865941.0722,617693.7969
1025,201,7865941.0722,617693.7969
1026,201,7865941.0722,607133.7969
1027,201,7865941.0722,607133.7969
1028,79,7865941.0722,596573.7969
1029,79,7865941.0722,596573.7969
1030,79,7865941.0722,586013.7969
1031,79,7865941.0722,586013.7969
1032,79,7865941.0722,575453.7969
1033,79,7865941.0722,575453.7969
1034,0,7865941.0722,564893.7969
1035,0,7865941.0722,554333.7969
1036,0,7865941.0722,543773.7969
1037,0,7865941.0722,533213.7969
1038,0,7865941.0722,522653.79689999996
1039,0,7865941.0722,512093.79689999996
1040,0,7865941.0722,501533.79689999996
1041,0,7865941.0722,469853.79689999996
1042,0,7865941.0722,459293.79689999996
1043,0,7865941.0722,448733.79689999996
1044,201,7876501.0722,628253.7969
1045,201,7876501.0722,628253.7969
1046,201,7876501.0722,617693.7969
1047,201,7876501.0722,617693.7969
1048,201,7876501.0722,607133.7969
1049,201,7876501.0722,607133.7969
1050,79,7876501.0722,596573.7969
1051,79,7876501.0722,596573.7969
1052,79,7876501.0722,586013.7969
1053,79,7876501.0722,586013.7969
1054,79,7876501.0722,575453.7969
1055,79,7876501.0722,575453.7969
1056,0,7876501.0722,564893.7969
1057,0,7876501.0722,554333.7969
1058,0,7876501.0722,543773.7969
1059,0,7876501.0722,533213.7969
1060,0,7876501.0722,522653.79689999996
1061,0,7876501.0722,512093.79689999996
1062,0,7876501.0722,459293.79689999996
1063,0,7876501.0722,448733.79689999996
1064,201,7887061.0722,628253.7969
1065,201,7887061.0722,628253.7969
1066,201,7887061.0722,617693.7969
1067,201,7887061.0722,617693.7969
1068,79,7887061.0722,607133.7969
1069,79,7887061.0722,607133.7969
1070,79,7887061.0722,596573.7969
1071,79,7887061.0722,596573.7969
1072,79,7887061.0722,586013.7969
1073,79,7887061.0722,586013.7969
1074,79,7887061.0722,575453.7969
1075,79,7887061.0722,575453.7969
1076,0,7887061.0722,543773.7969
1077,0,7887061.0722,533213.7969
1078,0,7887061.0722,522653.79689999996
1079,0,7887061.0722,512093.79689999996
1080,129,7897621.0722,617693.7969
1081,129,7897621.0722,617693.7969
1082,129,7897621.0722,607133.7969
1083,129,7897621.0722,607133.7969
1084,79,7897621.0722,596573.7969
1085,79,7897621.0722,596573.7969
1086,121,7897621.0722,586013.7969
1087,121,7897621.0722,586013.7969
1088,0,7897621.0722,522653.79689999996
1089,129,7908181.0722,607133.7969
1090,129,7908181.0722,607133.7969
1091,121,7908181.0722,596573.7969
1092,121,7908181.0722,596573.7969
1093,121,7908181.0722,586013.7969
1094,121,7908181.0722,586013.7969
1095,129,7918741.0722,607133.7969
1096,129,7918741.0722,607133.7969
1097,121,7918741.0722,596573.7969
1098,121,7918741.0722,596573.7969
1099,121,7918741.0722,586013.7969
1100,121,7918741.0722,586013.7969
1101,121,7929301.0722,596573.7969
1102,121,7929301.0722,596573.7969
