NAME,B19051_001E,B19051_002E,B19051_003E,B19058_001E,B19058_002E,B19058_003E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,block group,GEOID
"Block Group 1, Census Tract 96.04, Multnomah County, Oregon",873,684,189,873,224,649,873,20,37,42,46,91,83,65,60,68,90,47,92,95,20,17,0,41,051,009604,1,410510096041
"Block Group 2, Census Tract 96.04, Multnomah County, Oregon",976,843,133,976,368,608,976,117,52,81,24,56,43,23,94,79,97,114,103,57,12,24,0,41,051,009604,2,410510096042
"Block Group 2, Census Tract 96.05, Multnomah County, Oregon",570,413,157,570,119,451,570,4,19,0,25,69,30,43,111,14,29,16,83,49,23,25,30,41,051,009605,2,410510096052
"Block Group 1, Census Tract 96.05, Multnomah County, Oregon",914,731,183,914,144,770,914,46,0,67,47,170,52,65,154,33,19,63,76,68,47,0,7,41,051,009605,1,410510096051
"Block Group 2, Census Tract 96.06, Multnomah County, Oregon",897,735,162,897,391,506,897,22,189,65,113,117,79,11,38,7,20,95,27,33,50,12,19,41,051,009606,2,410510096062
"Block Group 1, Census Tract 96.06, Multnomah County, Oregon",1051,817,234,1051,268,783,1051,27,49,40,124,48,52,17,79,114,112,107,177,57,28,11,9,41,051,009606,1,410510096061
"Block Group 3, Census Tract 6, Benton County, Oregon",809,582,227,809,34,775,809,25,0,15,16,33,126,43,65,33,131,34,115,80,22,71,0,41,003,000600,3,410030006003
"Block Group 2, Census Tract 6, Benton County, Oregon",445,325,120,445,24,421,445,27,15,14,96,29,9,44,0,0,16,32,37,18,0,56,52,41,003,000600,2,410030006002
"Block Group 2, Census Tract 103, Benton County, Oregon",364,289,75,364,44,320,364,18,3,2,3,0,7,11,23,11,44,33,93,32,43,41,0,41,003,010300,2,410030103002
"Block Group 1, Census Tract 103, Benton County, Oregon",547,398,149,547,46,501,547,12,0,25,15,17,61,34,7,17,30,43,136,51,37,48,14,41,003,010300,1,410030103001
"Block Group 3, Census Tract 103, Benton County, Oregon",429,324,105,429,89,340,429,45,20,3,31,9,19,11,5,8,49,34,85,30,23,14,43,41,003,010300,3,410030103003
"Block Group 2, Census Tract 102, Benton County, Oregon",461,387,74,461,0,461,461,0,9,0,7,12,11,17,22,0,20,35,54,84,33,73,84,41,003,010200,2,410030102002
"Block Group 3, Census Tract 102, Benton County, Oregon",380,299,81,380,46,334,380,13,22,11,8,19,43,0,25,0,56,48,63,35,16,0,21,41,003,010200,3,410030102003
"Block Group 2, Census Tract 11.01, Benton County, Oregon",582,421,161,582,44,538,582,182,49,116,0,64,53,12,19,13,35,0,19,10,0,0,10,41,003,001101,2,410030011012
"Block Group 2, Census Tract 317.04, Washington County, Oregon",439,338,101,439,41,398,439,17,0,0,0,71,0,21,17,0,16,52,42,147,14,25,17,41,067,031704,2,410670317042
"Block Group 4, Census Tract 317.04, Washington County, Oregon",330,312,18,330,15,315,330,0,0,0,0,0,15,13,18,0,64,19,50,122,14,0,15,41,067,031704,4,410670317044
"Block Group 1, Census Tract 11.01, Benton County, Oregon",374,320,54,374,94,280,374,82,51,9,21,20,29,10,0,11,17,17,93,0,8,6,0,41,003,001101,1,410030011011
"Block Group 5, Census Tract 9702, Columbia County, Oregon",644,423,221,644,83,561,644,17,7,49,42,39,56,31,57,22,47,44,107,49,51,12,14,41,009,970200,5,410099702005
"Block Group 1, Census Tract 9702, Columbia County, Oregon",421,169,252,421,127,294,421,34,96,52,47,31,0,42,13,7,33,12,14,7,13,17,3,41,009,970200,1,410099702001
"Block Group 4, Census Tract 9702, Columbia County, Oregon",530,417,113,530,82,448,530,39,24,10,13,14,39,0,17,42,95,13,45,14,67,53,45,41,009,970200,4,410099702004
"Block Group 3, Census Tract 9702, Columbia County, Oregon",519,323,196,519,78,441,519,0,47,47,27,12,26,0,0,33,97,64,62,0,0,75,29,41,009,970200,3,410099702003
"Block Group 2, Census Tract 9708, Columbia County, Oregon",923,593,330,923,383,540,923,64,36,25,107,103,107,44,48,30,124,47,103,50,15,20,0,41,009,970800,2,410099708002
"Block Group 3, Census Tract 9708, Columbia County, Oregon",1233,958,275,1233,296,937,1233,44,32,46,83,40,22,35,40,32,76,113,309,125,90,95,51,41,009,970800,3,410099708003
"Block Group 3, Census Tract 9703, Columbia County, Oregon",292,232,60,292,49,243,292,0,21,20,0,0,32,0,7,7,17,42,47,71,6,22,0,41,009,970300,3,410099703003
"Block Group 4, Census Tract 9703, Columbia County, Oregon",334,245,89,334,70,264,334,2,0,37,13,9,31,4,21,22,50,54,15,9,38,28,1,41,009,970300,4,410099703004
"Block Group 2, Census Tract 21.02, Lane County, Oregon",965,716,249,965,345,620,965,119,15,46,143,33,45,132,102,43,141,50,41,38,17,0,0,41,039,002102,2,410390021022
"Block Group 2, Census Tract 304.02, Washington County, Oregon",601,301,300,601,61,540,601,58,102,36,56,0,0,13,0,40,38,62,0,71,33,27,65,41,067,030402,2,410670304022
"Block Group 3, Census Tract 306, Washington County, Oregon",441,384,57,441,32,409,441,0,45,0,0,0,0,0,19,28,32,0,101,93,58,19,46,41,067,030600,3,410670306003
"Block Group 4, Census Tract 99.03, Multnomah County, Oregon",425,304,121,425,40,385,425,0,0,0,0,22,0,0,17,17,0,13,74,84,105,93,0,41,051,009903,4,410510099034
"Block Group 3, Census Tract 102, Multnomah County, Oregon",1031,809,222,1031,73,958,1031,26,0,0,0,0,21,16,83,12,13,138,146,230,154,85,107,41,051,010200,3,410510102003
"Block Group 5, Census Tract 94, Multnomah County, Oregon",495,278,217,495,68,427,495,33,48,0,17,16,0,20,33,23,33,81,138,18,0,35,0,41,051,009400,5,410510094005
"Block Group 1, Census Tract 205.05, Clackamas County, Oregon",690,266,424,690,9,681,690,69,30,9,24,25,0,9,35,0,50,58,104,60,28,96,93,41,005,020505,1,410050205051
"Block Group 1, Census Tract 204.03, Clackamas County, Oregon",915,680,235,915,28,887,915,17,0,36,10,17,18,25,15,0,36,52,68,51,66,126,378,41,005,020403,1,410050204031
"Block Group 1, Census Tract 221.07, Clackamas County, Oregon",1154,1054,100,1154,329,825,1154,61,24,32,17,83,19,64,126,65,71,151,248,46,71,25,51,41,005,022107,1,410050221071
"Block Group 2, Census Tract 221.07, Clackamas County, Oregon",723,481,242,723,104,619,723,0,22,34,34,67,23,13,71,22,20,177,143,66,0,31,0,41,005,022107,2,410050221072
"Block Group 2, Census Tract 221.05, Clackamas County, Oregon",952,821,131,952,164,788,952,38,22,69,15,0,63,31,26,15,56,86,111,155,70,145,50,41,005,022105,2,410050221052
"Block Group 1, Census Tract 221.05, Clackamas County, Oregon",396,381,15,396,46,350,396,0,0,0,0,0,14,0,15,15,0,45,79,32,62,48,86,41,005,022105,1,410050221051
"Block Group 1, Census Tract 221.08, Clackamas County, Oregon",461,317,144,461,77,384,461,15,44,17,51,0,9,46,21,15,70,9,101,20,23,0,20,41,005,022108,1,410050221081
"Block Group 1, Census Tract 222.06, Clackamas County, Oregon",695,524,171,695,50,645,695,0,0,18,37,17,31,42,9,45,50,70,39,55,159,123,0,41,005,022206,1,410050222061
"Block Group 1, Census Tract 222.05, Clackamas County, Oregon",762,614,148,762,23,739,762,0,6,12,20,32,18,18,39,10,10,127,142,73,43,158,54,41,005,022205,1,410050222051
"Block Group 2, Census Tract 222.05, Clackamas County, Oregon",692,547,145,692,47,645,692,22,0,0,0,0,0,26,0,18,19,73,45,120,96,94,179,41,005,022205,2,410050222052
"Block Group 1, Census Tract 222.08, Clackamas County, Oregon",1637,1489,148,1637,45,1592,1637,28,18,37,29,16,0,16,12,46,23,263,206,127,169,254,393,41,005,022208,1,410050222081
"Block Group 3, Census Tract 319.07, Washington County, Oregon",743,291,452,743,89,654,743,109,64,56,55,74,23,50,31,21,68,88,68,11,0,14,11,41,067,031907,3,410670319073
"Block Group 1, Census Tract 319.08, Washington County, Oregon",1608,1393,215,1608,35,1573,1608,14,0,0,0,17,55,36,53,18,64,87,289,172,210,312,281,41,067,031908,1,410670319081
"Block Group 2, Census Tract 319.08, Washington County, Oregon",1352,1159,193,1352,72,1280,1352,20,57,0,0,0,33,0,0,21,34,63,189,176,115,249,395,41,067,031908,2,410670319082
"Block Group 2, Census Tract 318.13, Washington County, Oregon",983,834,149,983,117,866,983,36,99,12,0,19,29,86,18,18,152,106,12,76,84,97,139,41,067,031813,2,410670318132
"Block Group 3, Census Tract 23.02, Lane County, Oregon",370,257,113,370,96,274,370,40,0,0,32,22,17,24,15,8,47,91,40,7,8,19,0,41,039,002302,3,410390023023
"Block Group 1, Census Tract 23.02, Lane County, Oregon",746,641,105,746,104,642,746,0,15,0,9,35,27,21,24,46,16,173,194,88,38,42,18,41,039,002302,1,410390023021
"Block Group 1, Census Tract 7.08, Lane County, Oregon",639,365,274,639,185,454,639,64,48,16,0,54,10,45,21,44,12,48,171,26,56,16,8,41,039,000708,1,410390007081
"Block Group 3, Census Tract 7.07, Lane County, Oregon",688,377,311,688,98,590,688,55,35,54,96,41,48,34,57,15,10,52,105,40,20,0,26,41,039,000707,3,410390007073
"Block Group 2, Census Tract 7.07, Lane County, Oregon",553,242,311,553,64,489,553,37,15,22,36,17,12,41,12,12,53,104,39,133,9,0,11,41,039,000707,2,410390007072
"Block Group 0, Census Tract 9900, Lane County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,039,990000,0,410399900000
"Block Group 1, Census Tract 25.04, Lane County, Oregon",250,237,13,250,66,184,250,33,8,0,0,0,5,0,14,17,8,57,29,16,19,44,0,41,039,002504,1,410390025041
"Block Group 3, Census Tract 44.05, Lane County, Oregon",619,479,140,619,49,570,619,25,8,8,11,0,11,10,30,0,10,55,123,36,72,146,74,41,039,004405,3,410390044053
"Block Group 2, Census Tract 33.02, Lane County, Oregon",561,463,98,561,225,336,561,40,53,76,8,78,28,28,8,40,72,47,63,13,7,0,0,41,039,003302,2,410390033022
"Block Group 5, Census Tract 39.01, Multnomah County, Oregon",647,574,73,647,92,555,647,14,0,30,0,58,36,33,0,18,70,44,150,86,63,0,45,41,051,003901,5,410510039015
"Block Group 4, Census Tract 39.01, Multnomah County, Oregon",547,475,72,547,146,401,547,0,0,33,14,0,14,52,20,0,10,157,99,59,80,9,0,41,051,003901,4,410510039014
"Block Group 3, Census Tract 39.01, Multnomah County, Oregon",628,506,122,628,63,565,628,61,0,0,0,12,0,0,0,16,64,162,58,92,40,67,56,41,051,003901,3,410510039013
"Block Group 1, Census Tract 39.01, Multnomah County, Oregon",517,483,34,517,19,498,517,10,0,0,0,19,0,16,16,0,62,86,103,99,36,26,44,41,051,003901,1,410510039011
"Block Group 2, Census Tract 39.01, Multnomah County, Oregon",509,386,123,509,52,457,509,13,54,37,24,28,0,0,0,35,0,9,112,58,51,78,10,41,051,003901,2,410510039012
"Block Group 1, Census Tract 55, Multnomah County, Oregon",874,490,384,874,333,541,874,170,160,128,61,20,20,22,12,19,53,15,21,34,24,39,76,41,051,005500,1,410510055001
"Block Group 5, Census Tract 58, Multnomah County, Oregon",401,320,81,401,17,384,401,0,0,0,0,42,0,0,0,0,0,0,59,17,16,40,227,41,051,005800,5,410510058005
"Block Group 3, Census Tract 58, Multnomah County, Oregon",367,352,15,367,21,346,367,30,0,0,0,34,29,15,0,11,49,27,127,10,18,0,17,41,051,005800,3,410510058003
"Block Group 4, Census Tract 58, Multnomah County, Oregon",480,406,74,480,0,480,480,16,0,0,0,0,15,16,0,0,0,0,33,50,57,51,242,41,051,005800,4,410510058004
"Block Group 1, Census Tract 58, Multnomah County, Oregon",505,326,179,505,12,493,505,105,0,51,15,0,0,0,12,15,14,7,14,44,67,45,116,41,051,005800,1,410510058001
"Block Group 2, Census Tract 58, Multnomah County, Oregon",620,316,304,620,63,557,620,81,25,13,27,15,15,16,74,0,32,35,99,58,0,50,80,41,051,005800,2,410510058002
"Block Group 1, Census Tract 59, Multnomah County, Oregon",3202,2319,883,3202,52,3150,3202,251,76,122,107,31,73,51,78,26,232,265,304,331,380,452,423,41,051,005900,1,410510059001
"Block Group 3, Census Tract 24.01, Multnomah County, Oregon",336,314,22,336,20,316,336,0,0,0,9,0,49,0,27,0,8,26,23,87,8,19,80,41,051,002401,3,410510024013
"Block Group 2, Census Tract 34.02, Multnomah County, Oregon",535,491,44,535,80,455,535,9,0,12,11,0,32,0,33,43,46,71,80,101,22,12,63,41,051,003402,2,410510034022
"Block Group 3, Census Tract 34.02, Multnomah County, Oregon",708,660,48,708,59,649,708,14,40,0,21,23,0,10,22,23,57,56,165,91,0,46,140,41,051,003402,3,410510034023
"Block Group 4, Census Tract 35.01, Multnomah County, Oregon",339,296,43,339,120,219,339,8,51,17,7,52,11,36,15,44,16,0,42,10,11,8,11,41,051,003501,4,410510035014
"Block Group 2, Census Tract 35.01, Multnomah County, Oregon",479,433,46,479,46,433,479,0,0,10,8,13,7,28,0,14,10,34,107,45,74,53,76,41,051,003501,2,410510035012
"Block Group 1, Census Tract 35.01, Multnomah County, Oregon",368,329,39,368,83,285,368,58,16,62,46,0,8,10,0,27,37,23,41,17,23,0,0,41,051,003501,1,410510035011
"Block Group 4, Census Tract 1, Lane County, Oregon",404,266,138,404,108,296,404,33,34,12,8,43,19,21,9,19,46,10,81,8,16,36,9,41,039,000100,4,410390001004
"Block Group 1, Census Tract 1, Lane County, Oregon",498,307,191,498,48,450,498,0,32,0,48,63,55,13,0,65,81,0,41,28,32,0,40,41,039,000100,1,410390001001
"Block Group 3, Census Tract 1, Lane County, Oregon",538,303,235,538,56,482,538,11,0,5,26,26,33,53,22,25,38,80,79,30,60,24,26,41,039,000100,3,410390001003
"Block Group 3, Census Tract 5, Lane County, Oregon",380,259,121,380,73,307,380,40,10,23,37,18,29,16,43,9,16,21,57,29,9,15,8,41,039,000500,3,410390005003
"Block Group 2, Census Tract 5, Lane County, Oregon",177,101,76,177,66,111,177,18,17,7,20,0,43,11,17,7,0,4,16,3,11,3,0,41,039,000500,2,410390005002
"Block Group 2, Census Tract 8, Lane County, Oregon",379,253,126,379,44,335,379,14,6,21,0,10,0,5,17,11,24,49,51,77,27,40,27,41,039,000800,2,410390008002
"Block Group 1, Census Tract 31.01, Lane County, Oregon",670,433,237,670,32,638,670,19,34,52,17,16,17,0,0,17,64,38,191,64,36,55,50,41,039,003101,1,410390031011
"Block Group 2, Census Tract 31.01, Lane County, Oregon",588,419,169,588,106,482,588,0,0,0,39,8,19,68,17,19,45,84,128,58,11,56,36,41,039,003101,2,410390031012
"Block Group 3, Census Tract 40, Lane County, Oregon",320,260,60,320,95,225,320,34,29,9,10,27,6,9,16,9,18,45,42,12,7,38,9,41,039,004000,3,410390040003
"Block Group 2, Census Tract 40, Lane County, Oregon",344,311,33,344,131,213,344,49,16,17,18,11,25,42,0,0,15,36,52,49,0,8,6,41,039,004000,2,410390040002
"Block Group 4, Census Tract 44.01, Lane County, Oregon",582,204,378,582,66,516,582,66,33,209,13,18,0,33,17,0,19,62,49,3,0,6,54,41,039,004401,4,410390044014
"Block Group 1, Census Tract 7, Coos County, Oregon",551,392,159,551,268,283,551,116,47,14,11,0,0,15,24,35,15,51,33,100,74,0,16,41,011,000700,1,410110007001
"Block Group 7, Census Tract 7, Coos County, Oregon",423,352,71,423,31,392,423,14,13,0,0,11,17,0,35,42,129,79,22,46,15,0,0,41,011,000700,7,410110007007
"Block Group 3, Census Tract 7, Coos County, Oregon",108,78,30,108,27,81,108,0,0,0,17,0,10,0,0,0,13,15,37,0,0,0,16,41,011,000700,3,410110007003
"Block Group 8, Census Tract 7, Coos County, Oregon",650,547,103,650,186,464,650,76,20,20,16,73,21,95,50,15,0,126,54,0,40,18,26,41,011,000700,8,410110007008
"Block Group 4, Census Tract 7, Coos County, Oregon",368,261,107,368,114,254,368,15,0,80,30,21,111,0,62,0,22,7,0,20,0,0,0,41,011,000700,4,410110007004
"Block Group 6, Census Tract 7, Coos County, Oregon",536,312,224,536,133,403,536,39,0,21,22,67,0,16,178,9,31,52,60,41,0,0,0,41,011,000700,6,410110007006
"Block Group 6, Census Tract 10, Coos County, Oregon",389,208,181,389,32,357,389,15,25,121,41,21,18,0,62,0,0,17,16,0,0,38,15,41,011,001000,6,410110010006
"Block Group 7, Census Tract 10, Coos County, Oregon",495,246,249,495,135,360,495,35,24,76,32,26,49,23,19,39,35,84,38,15,0,0,0,41,011,001000,7,410110010007
"Block Group 1, Census Tract 10, Coos County, Oregon",272,145,127,272,37,235,272,0,51,34,0,12,0,9,0,27,34,32,52,11,0,10,0,41,011,001000,1,410110010001
"Block Group 1, Census Tract 11, Coos County, Oregon",292,152,140,292,80,212,292,13,0,77,5,0,19,0,0,0,0,99,13,30,11,11,14,41,011,001100,1,410110011001
"Block Group 3, Census Tract 21.02, Lane County, Oregon",1008,791,217,1008,208,800,1008,35,91,0,71,50,54,60,97,120,56,236,34,66,0,38,0,41,039,002102,3,410390021023
"Block Group 3, Census Tract 301, Linn County, Oregon",328,290,38,328,5,323,328,0,0,29,20,0,12,0,0,0,0,94,40,49,0,60,24,41,043,030100,3,410430301003
"Block Group 1, Census Tract 9602, Tillamook County, Oregon",315,200,115,315,62,253,315,22,19,11,24,20,31,20,18,9,27,59,22,22,2,0,9,41,057,960200,1,410579602001
"Block Group 1, Census Tract 68.01, Multnomah County, Oregon",1085,747,338,1085,200,885,1085,72,76,29,45,0,90,24,68,29,62,53,92,50,34,95,266,41,051,006801,1,410510068011
"Block Group 2, Census Tract 95.01, Multnomah County, Oregon",756,521,235,756,95,661,756,0,0,70,95,19,67,69,33,0,22,60,99,70,45,41,66,41,051,009501,2,410510095012
"Block Group 2, Census Tract 94, Multnomah County, Oregon",434,402,32,434,69,365,434,0,0,15,0,17,24,31,33,15,22,31,95,67,0,38,46,41,051,009400,2,410510094002
"Block Group 3, Census Tract 94, Multnomah County, Oregon",538,413,125,538,92,446,538,17,37,0,17,17,65,15,0,19,66,28,88,62,36,33,38,41,051,009400,3,410510094003
"Block Group 4, Census Tract 94, Multnomah County, Oregon",435,332,103,435,32,403,435,18,0,14,0,0,20,15,18,16,61,18,53,86,80,36,0,41,051,009400,4,410510094004
"Block Group 2, Census Tract 9703, Union County, Oregon",659,451,208,659,50,609,659,22,34,41,53,12,27,20,37,39,50,98,88,44,15,43,36,41,061,970300,2,410619703002
"Block Group 1, Census Tract 9707, Union County, Oregon",421,313,108,421,122,299,421,48,18,32,19,124,31,9,0,30,0,13,84,0,13,0,0,41,061,970700,1,410619707001
"Block Group 3, Census Tract 9707, Union County, Oregon",660,495,165,660,249,411,660,34,114,47,53,99,0,81,13,21,84,33,7,39,0,0,35,41,061,970700,3,410619707003
"Block Group 2, Census Tract 324.06, Washington County, Oregon",434,369,65,434,0,434,434,15,0,0,0,17,0,16,15,20,34,31,94,101,19,72,0,41,067,032406,2,410670324062
"Block Group 1, Census Tract 34, Lane County, Oregon",530,448,82,530,338,192,530,11,46,159,20,11,30,26,9,27,119,18,47,7,0,0,0,41,039,003400,1,410390034001
"Block Group 2, Census Tract 34, Lane County, Oregon",399,260,139,399,67,332,399,23,23,0,0,26,37,42,34,23,41,29,92,8,15,6,0,41,039,003400,2,410390034002
"Block Group 3, Census Tract 34, Lane County, Oregon",655,526,129,655,249,406,655,123,61,35,59,10,71,6,10,41,58,52,56,73,0,0,0,41,039,003400,3,410390034003
"Block Group 4, Census Tract 34, Lane County, Oregon",428,411,17,428,207,221,428,0,29,9,8,17,57,43,26,32,59,93,11,29,0,8,7,41,039,003400,4,410390034004
"Block Group 2, Census Tract 41, Lane County, Oregon",535,474,61,535,70,465,535,26,31,19,9,0,40,20,16,9,80,49,73,92,28,15,28,41,039,004100,2,410390041002
"Block Group 1, Census Tract 41, Lane County, Oregon",419,330,89,419,119,300,419,56,0,52,47,28,19,10,20,23,32,9,0,67,33,7,16,41,039,004100,1,410390041001
"Block Group 3, Census Tract 41, Lane County, Oregon",482,379,103,482,55,427,482,0,40,10,36,0,6,15,81,26,72,47,80,50,10,9,0,41,039,004100,3,410390041003
"Block Group 4, Census Tract 41, Lane County, Oregon",318,215,103,318,39,279,318,16,0,0,0,20,10,26,43,11,26,38,55,20,8,17,28,41,039,004100,4,410390041004
"Block Group 1, Census Tract 49, Lane County, Oregon",569,506,63,569,54,515,569,27,21,0,11,0,0,11,0,0,28,25,64,96,31,86,169,41,039,004900,1,410390049001
"Block Group 3, Census Tract 49, Lane County, Oregon",450,397,53,450,50,400,450,34,0,19,9,6,20,10,11,17,49,24,88,63,36,20,44,41,039,004900,3,410390049003
"Block Group 1, Census Tract 17.02, Multnomah County, Oregon",712,607,105,712,101,611,712,67,17,57,24,10,78,7,40,10,57,39,146,71,49,40,0,41,051,001702,1,410510017021
"Block Group 2, Census Tract 17.02, Multnomah County, Oregon",446,424,22,446,98,348,446,0,0,21,24,27,8,8,55,19,25,38,61,40,72,19,29,41,051,001702,2,410510017022
"Block Group 3, Census Tract 17.02, Multnomah County, Oregon",433,377,56,433,37,396,433,11,0,18,0,8,9,8,42,0,60,38,128,41,12,31,27,41,051,001702,3,410510017023
"Block Group 4, Census Tract 19, Multnomah County, Oregon",480,403,77,480,8,472,480,12,0,0,0,18,9,0,28,17,0,10,54,46,85,67,134,41,051,001900,4,410510019004
"Block Group 1, Census Tract 19, Multnomah County, Oregon",586,479,107,586,44,542,586,24,8,41,21,22,22,11,50,31,40,45,49,60,46,53,63,41,051,001900,1,410510019001
"Block Group 1, Census Tract 25.01, Multnomah County, Oregon",262,217,45,262,6,256,262,7,0,0,7,0,9,0,0,0,15,7,0,25,50,60,82,41,051,002501,1,410510025011
"Block Group 5, Census Tract 25.01, Multnomah County, Oregon",290,248,42,290,6,284,290,0,0,0,0,0,13,0,0,0,0,27,50,34,25,22,119,41,051,002501,5,410510025015
"Block Group 4, Census Tract 25.01, Multnomah County, Oregon",227,178,49,227,0,227,227,0,0,9,8,0,0,0,24,7,28,23,13,16,16,9,74,41,051,002501,4,410510025014
"Block Group 6, Census Tract 25.01, Multnomah County, Oregon",244,213,31,244,0,244,244,0,0,0,8,0,0,0,0,0,18,8,25,36,0,36,113,41,051,002501,6,410510025016
