NAME,B19051_001E,B19051_002E,B19051_003E,B19058_001E,B19058_002E,B19058_003E,B19001_001E,B19001_002E,B19001_003E,B19001_004E,B19001_005E,B19001_006E,B19001_007E,B19001_008E,B19001_009E,B19001_010E,B19001_011E,B19001_012E,B19001_013E,B19001_014E,B19001_015E,B19001_016E,B19001_017E,state,county,tract,block group,GEOID
"Block Group 2, Census Tract 20.02, Lane County, Oregon",1039,819,220,1039,452,587,1039,45,97,29,37,12,22,91,14,14,129,287,133,78,36,15,0,41,039,002002,2,410390020022
"Block Group 4, Census Tract 9703, Malheur County, Oregon",467,272,195,467,221,246,467,51,110,58,18,38,18,0,36,4,7,49,24,32,15,0,7,41,045,970300,4,410459703004
"Block Group 1, Census Tract 67.01, Multnomah County, Oregon",696,608,88,696,7,689,696,16,0,9,7,16,17,8,9,20,7,54,83,85,150,123,92,41,051,006701,1,410510067011
"Block Group 1, Census Tract 80.02, Multnomah County, Oregon",582,459,123,582,104,478,582,34,16,42,26,9,0,0,22,27,37,85,84,57,104,31,8,41,051,008002,1,410510080021
"Block Group 2, Census Tract 80.02, Multnomah County, Oregon",499,363,136,499,119,380,499,28,26,18,73,38,44,8,30,31,16,28,53,76,15,6,9,41,051,008002,2,410510080022
"Block Group 1, Census Tract 89.01, Multnomah County, Oregon",1543,1218,325,1543,251,1292,1543,91,0,15,35,18,86,86,17,59,115,114,145,210,106,203,243,41,051,008901,1,410510089011
"Block Group 2, Census Tract 89.01, Multnomah County, Oregon",1117,960,157,1117,350,767,1117,27,118,37,40,125,51,12,23,88,161,81,130,144,0,31,49,41,051,008901,2,410510089012
"Block Group 3, Census Tract 324.06, Washington County, Oregon",723,507,216,723,79,644,723,0,53,80,35,0,38,18,63,58,35,85,59,64,98,21,16,41,067,032406,3,410670324063
"Block Group 4, Census Tract 324.06, Washington County, Oregon",1167,1080,87,1167,23,1144,1167,0,15,0,0,19,16,0,13,30,89,166,236,170,150,145,118,41,067,032406,4,410670324064
"Block Group 3, Census Tract 326.04, Washington County, Oregon",403,329,74,403,187,216,403,74,30,14,0,0,46,94,20,0,21,21,38,45,0,0,0,41,067,032604,3,410670326043
"Block Group 5, Census Tract 326.04, Washington County, Oregon",719,601,118,719,44,675,719,12,13,10,49,0,13,52,23,0,51,144,58,130,49,79,36,41,067,032604,5,410670326045
"Block Group 4, Census Tract 326.04, Washington County, Oregon",497,452,45,497,57,440,497,0,19,0,8,14,23,76,0,0,94,0,59,120,25,59,0,41,067,032604,4,410670326044
"Block Group 1, Census Tract 326.04, Washington County, Oregon",237,197,40,237,0,237,237,14,0,13,36,0,0,27,0,0,20,40,17,57,13,0,0,41,067,032604,1,410670326041
"Block Group 2, Census Tract 326.04, Washington County, Oregon",452,376,76,452,61,391,452,0,13,0,13,0,0,54,18,0,18,52,163,82,27,0,12,41,067,032604,2,410670326042
"Block Group 2, Census Tract 334, Washington County, Oregon",429,367,62,429,20,409,429,15,4,0,9,15,11,23,12,10,31,49,65,46,25,95,19,41,067,033400,2,410670334002
"Block Group 3, Census Tract 600, Douglas County, Oregon",765,386,379,765,55,710,765,21,40,55,64,0,57,18,0,44,66,58,91,75,44,69,63,41,019,060000,3,410190600003
"Block Group 2, Census Tract 600, Douglas County, Oregon",395,267,128,395,68,327,395,0,13,42,27,24,10,26,18,0,49,26,48,29,13,50,20,41,019,060000,2,410190600002
"Block Group 2, Census Tract 700, Douglas County, Oregon",907,596,311,907,81,826,907,33,0,37,150,31,60,55,32,42,47,34,149,74,51,64,48,41,019,070000,2,410190700002
"Block Group 3, Census Tract 700, Douglas County, Oregon",612,420,192,612,77,535,612,11,20,0,19,67,63,98,32,20,16,44,44,53,31,61,33,41,019,070000,3,410190700003
"Block Group 1, Census Tract 700, Douglas County, Oregon",537,345,192,537,43,494,537,0,0,0,79,52,0,63,27,0,10,69,113,17,17,26,64,41,019,070000,1,410190700001
"Block Group 2, Census Tract 2000, Douglas County, Oregon",396,279,117,396,154,242,396,57,12,46,37,25,13,20,32,8,50,70,15,0,0,11,0,41,019,200000,2,410192000002
"Block Group 4, Census Tract 2000, Douglas County, Oregon",617,372,245,617,222,395,617,68,29,34,45,61,46,41,36,35,75,60,79,0,2,6,0,41,019,200000,4,410192000004
"Block Group 4, Census Tract 9602, Grant County, Oregon",739,519,220,739,232,507,739,77,51,34,49,53,22,25,47,29,47,36,179,15,27,15,33,41,023,960200,4,410239602004
"Block Group 5, Census Tract 9602, Grant County, Oregon",382,278,104,382,61,321,382,14,100,19,22,50,20,22,29,9,11,21,33,23,0,2,7,41,023,960200,5,410239602005
"Block Group 1, Census Tract 33.02, Lane County, Oregon",451,390,61,451,114,337,451,32,35,16,21,19,6,11,24,43,22,76,110,25,11,0,0,41,039,003302,1,410390033021
"Block Group 3, Census Tract 33.02, Lane County, Oregon",562,330,232,562,223,339,562,101,44,44,30,88,25,10,64,38,33,21,26,18,9,11,0,41,039,003302,3,410390033023
"Block Group 1, Census Tract 29.04, Lane County, Oregon",465,179,286,465,16,449,465,62,14,25,31,64,10,19,42,7,91,24,34,24,10,0,8,41,039,002904,1,410390029041
"Block Group 2, Census Tract 29.04, Lane County, Oregon",893,472,421,893,134,759,893,50,70,78,13,59,84,56,37,13,52,101,70,71,52,39,48,41,039,002904,2,410390029042
"Block Group 3, Census Tract 29.04, Lane County, Oregon",827,683,144,827,88,739,827,40,24,35,41,17,23,8,24,25,92,115,177,37,39,32,98,41,039,002904,3,410390029043
"Block Group 3, Census Tract 45.02, Lane County, Oregon",956,792,164,956,264,692,956,65,91,43,92,29,64,25,72,28,99,100,51,54,109,25,9,41,039,004502,3,410390045023
"Block Group 1, Census Tract 320.05, Washington County, Oregon",286,271,15,286,0,286,286,17,0,3,4,11,3,0,4,0,8,56,66,29,9,47,29,41,067,032005,1,410670320051
"Block Group 2, Census Tract 320.05, Washington County, Oregon",500,445,55,500,37,463,500,37,0,5,15,62,0,26,2,34,24,66,135,78,1,14,1,41,067,032005,2,410670320052
"Block Group 4, Census Tract 320.05, Washington County, Oregon",311,266,45,311,154,157,311,44,12,32,0,25,36,42,30,0,17,30,17,9,3,14,0,41,067,032005,4,410670320054
"Block Group 1, Census Tract 308.06, Washington County, Oregon",1051,890,161,1051,108,943,1051,21,12,29,52,18,42,57,17,30,52,74,190,73,152,114,118,41,067,030806,1,410670308061
"Block Group 1, Census Tract 326.07, Washington County, Oregon",2909,2521,388,2909,68,2841,2909,87,43,54,51,5,76,48,53,38,143,360,530,438,446,215,322,41,067,032607,1,410670326071
"Block Group 1, Census Tract 326.09, Washington County, Oregon",952,898,54,952,48,904,952,17,5,6,22,7,36,39,32,13,34,133,132,114,73,131,158,41,067,032609,1,410670326091
"Block Group 1, Census Tract 331.01, Washington County, Oregon",1110,967,143,1110,145,965,1110,57,53,8,124,33,49,36,94,35,49,185,112,85,68,61,61,41,067,033101,1,410670331011
"Block Group 1, Census Tract 331.02, Washington County, Oregon",756,570,186,756,170,586,756,9,17,8,29,61,61,66,40,62,96,103,62,85,17,40,0,41,067,033102,1,410670331021
"Block Group 3, Census Tract 332, Washington County, Oregon",1107,543,564,1107,239,868,1107,109,165,17,234,87,30,91,48,25,85,6,105,70,0,35,0,41,067,033200,3,410670332003
"Block Group 2, Census Tract 332, Washington County, Oregon",996,900,96,996,263,733,996,45,63,0,63,23,0,38,103,48,86,214,110,92,0,111,0,41,067,033200,2,410670332002
"Block Group 2, Census Tract 319.11, Washington County, Oregon",996,806,190,996,49,947,996,74,0,13,6,41,29,9,16,47,82,117,182,122,23,134,101,41,067,031911,2,410670319112
"Block Group 3, Census Tract 319.10, Washington County, Oregon",1113,981,132,1113,127,986,1113,35,18,40,32,83,17,32,21,46,29,108,263,56,54,144,135,41,067,031910,3,410670319103
"Block Group 1, Census Tract 45.02, Lane County, Oregon",349,266,83,349,71,278,349,19,54,22,34,34,21,17,17,11,0,20,34,10,29,7,20,41,039,004502,1,410390045021
"Block Group 3, Census Tract 49, Multnomah County, Oregon",940,824,116,940,191,749,940,46,86,0,31,126,18,0,21,22,136,146,109,83,23,59,34,41,051,004900,3,410510049003
"Block Group 3, Census Tract 51, Multnomah County, Oregon",890,609,281,890,127,763,890,38,120,123,91,141,24,28,23,11,0,43,22,71,46,109,0,41,051,005100,3,410510051003
"Block Group 3, Census Tract 52, Multnomah County, Oregon",794,644,150,794,100,694,794,83,53,0,0,51,16,13,33,12,106,100,98,34,104,25,66,41,051,005200,3,410510052003
"Block Group 2, Census Tract 55, Multnomah County, Oregon",758,480,278,758,161,597,758,336,82,26,6,34,8,35,47,0,20,46,19,57,0,0,42,41,051,005500,2,410510055002
"Block Group 2, Census Tract 57, Multnomah County, Oregon",1240,966,274,1240,82,1158,1240,161,12,30,18,36,33,15,64,57,132,110,221,126,52,39,134,41,051,005700,2,410510057002
"Block Group 3, Census Tract 57, Multnomah County, Oregon",607,487,120,607,0,607,607,0,0,15,0,30,0,0,40,18,53,26,123,91,61,55,95,41,051,005700,3,410510057003
"Block Group 4, Census Tract 91.02, Multnomah County, Oregon",772,669,103,772,120,652,772,36,29,0,17,50,39,37,20,95,62,27,63,236,30,31,0,41,051,009102,4,410510091024
"Block Group 4, Census Tract 303.01, Yamhill County, Oregon",1112,897,215,1112,130,982,1112,37,23,85,16,34,58,11,25,32,122,51,228,95,103,135,57,41,071,030301,4,410710303014
"Block Group 5, Census Tract 303.01, Yamhill County, Oregon",349,294,55,349,20,329,349,6,0,0,0,0,0,19,52,0,35,57,16,60,79,7,18,41,071,030301,5,410710303015
"Block Group 3, Census Tract 221.01, Clackamas County, Oregon",779,577,202,779,120,659,779,46,14,32,22,56,54,38,26,27,107,70,116,37,26,69,39,41,005,022101,3,410050221013
"Block Group 3, Census Tract 222.01, Clackamas County, Oregon",1030,818,212,1030,379,651,1030,178,61,35,15,56,30,0,98,35,184,127,195,0,0,0,16,41,005,022201,3,410050222013
"Block Group 5, Census Tract 316.10, Washington County, Oregon",834,738,96,834,115,719,834,0,14,0,42,11,136,68,28,40,99,128,188,34,30,16,0,41,067,031610,5,410670316105
"Block Group 4, Census Tract 98.03, Multnomah County, Oregon",699,340,359,699,252,447,699,48,60,55,190,31,157,20,17,14,17,72,18,0,0,0,0,41,051,009803,4,410510098034
"Block Group 2, Census Tract 20, Deschutes County, Oregon",836,755,81,836,78,758,836,0,13,111,13,15,14,15,22,54,115,144,87,81,32,64,56,41,017,002000,2,410170020002
"Block Group 3, Census Tract 21, Deschutes County, Oregon",2140,1778,362,2140,126,2014,2140,122,0,48,26,36,27,25,86,22,65,318,297,382,132,384,170,41,017,002100,3,410170021003
"Block Group 2, Census Tract 21, Deschutes County, Oregon",1168,1036,132,1168,249,919,1168,19,95,56,54,101,58,57,148,64,121,99,49,92,128,27,0,41,017,002100,2,410170021002
"Block Group 4, Census Tract 21, Deschutes County, Oregon",561,505,56,561,262,299,561,18,132,25,29,0,0,20,0,0,168,49,39,43,0,38,0,41,017,002100,4,410170021004
"Block Group 2, Census Tract 16, Deschutes County, Oregon",1026,653,373,1026,305,721,1026,151,128,47,102,13,40,18,34,50,22,129,98,66,54,17,57,41,017,001600,2,410170016002
"Block Group 1, Census Tract 16, Deschutes County, Oregon",359,256,103,359,127,232,359,34,14,34,44,0,15,46,11,14,59,69,5,0,0,0,14,41,017,001600,1,410170016001
"Block Group 3, Census Tract 201, Linn County, Oregon",363,281,82,363,37,326,363,0,18,13,0,0,0,65,0,18,0,110,35,0,27,40,37,41,043,020100,3,410430201003
"Block Group 4, Census Tract 201, Linn County, Oregon",973,754,219,973,114,859,973,20,29,10,15,67,18,18,8,14,63,83,182,157,161,105,23,41,043,020100,4,410430201004
"Block Group 1, Census Tract 201, Linn County, Oregon",1914,1618,296,1914,241,1673,1914,30,14,29,83,66,57,143,57,92,252,306,306,353,69,44,13,41,043,020100,1,410430201001
"Block Group 2, Census Tract 206, Linn County, Oregon",654,299,355,654,29,625,654,46,0,34,38,12,20,94,32,21,101,0,194,17,45,0,0,41,043,020600,2,410430206002
"Block Group 3, Census Tract 206, Linn County, Oregon",808,758,50,808,47,761,808,0,0,20,23,64,0,28,0,33,110,76,202,83,67,17,85,41,043,020600,3,410430206003
"Block Group 4, Census Tract 206, Linn County, Oregon",259,193,66,259,18,241,259,8,0,0,18,0,21,0,0,24,12,61,65,21,29,0,0,41,043,020600,4,410430206004
"Block Group 1, Census Tract 304.02, Linn County, Oregon",267,155,112,267,117,150,267,35,15,20,18,17,28,47,47,13,14,0,0,13,0,0,0,41,043,030402,1,410430304021
"Block Group 5, Census Tract 304.02, Linn County, Oregon",603,441,162,603,82,521,603,66,51,32,29,17,0,30,0,15,0,290,42,17,14,0,0,41,043,030402,5,410430304025
"Block Group 2, Census Tract 308, Linn County, Oregon",534,434,100,534,81,453,534,39,23,11,14,32,43,11,20,11,103,39,106,82,0,0,0,41,043,030800,2,410430308002
"Block Group 1, Census Tract 1300, Douglas County, Oregon",568,453,115,568,133,435,568,0,23,85,16,14,41,15,31,45,0,55,116,0,70,57,0,41,019,130000,1,410191300001
"Block Group 5, Census Tract 1300, Douglas County, Oregon",301,171,130,301,133,168,301,32,53,30,15,0,54,0,13,15,0,47,7,19,16,0,0,41,019,130000,5,410191300005
"Block Group 2, Census Tract 1300, Douglas County, Oregon",292,261,31,292,76,216,292,82,28,0,28,7,11,0,37,0,29,57,0,13,0,0,0,41,019,130000,2,410191300002
"Block Group 1, Census Tract 3, Coos County, Oregon",423,249,174,423,120,303,423,37,14,16,10,50,43,0,77,30,36,31,44,0,24,11,0,41,011,000300,1,410110003001
"Block Group 4, Census Tract 3, Coos County, Oregon",443,365,78,443,80,363,443,15,26,25,31,40,0,28,9,0,65,18,92,47,47,0,0,41,011,000300,4,410110003004
"Block Group 3, Census Tract 3, Coos County, Oregon",209,148,61,209,27,182,209,0,27,0,0,29,20,5,22,21,10,35,14,11,0,15,0,41,011,000300,3,410110003003
"Block Group 1, Census Tract 4, Coos County, Oregon",418,286,132,418,162,256,418,21,63,28,21,11,0,12,43,0,13,15,43,53,35,37,23,41,011,000400,1,410110004001
"Block Group 4, Census Tract 4, Coos County, Oregon",361,264,97,361,16,345,361,0,0,0,36,16,15,14,11,0,90,72,25,55,0,27,0,41,011,000400,4,410110004004
"Block Group 6, Census Tract 4, Coos County, Oregon",566,440,126,566,137,429,566,61,54,15,23,0,12,66,40,27,13,57,81,0,107,10,0,41,011,000400,6,410110004006
"Block Group 5, Census Tract 4, Coos County, Oregon",503,358,145,503,75,428,503,24,45,16,20,18,0,10,0,24,24,130,8,96,73,0,15,41,011,000400,5,410110004005
"Block Group 2, Census Tract 4, Coos County, Oregon",236,133,103,236,66,170,236,29,0,0,0,14,26,0,15,19,72,14,8,39,0,0,0,41,011,000400,2,410110004002
"Block Group 3, Census Tract 4, Coos County, Oregon",451,362,89,451,109,342,451,18,28,43,8,21,23,36,31,0,18,86,67,0,17,0,55,41,011,000400,3,410110004003
"Block Group 2, Census Tract 5.02, Coos County, Oregon",349,117,232,349,56,293,349,21,81,9,29,9,68,0,0,30,26,0,50,9,0,8,9,41,011,000502,2,410110005022
"Block Group 1, Census Tract 5.02, Coos County, Oregon",899,552,347,899,138,761,899,0,27,102,55,91,26,25,95,70,41,178,101,15,33,29,11,41,011,000502,1,410110005021
"Block Group 2, Census Tract 9, Coos County, Oregon",576,290,286,576,104,472,576,21,0,31,58,32,119,83,16,11,25,81,46,33,0,0,20,41,011,000900,2,410110009002
"Block Group 1, Census Tract 9, Coos County, Oregon",373,161,212,373,10,363,373,18,7,14,14,16,26,0,39,0,19,26,62,106,0,0,26,41,011,000900,1,410110009001
"Block Group 6, Census Tract 9, Coos County, Oregon",381,280,101,381,101,280,381,0,0,57,58,14,18,1,0,40,29,0,56,72,0,36,0,41,011,000900,6,410110009006
"Block Group 8, Census Tract 9, Coos County, Oregon",199,115,84,199,19,180,199,32,0,21,8,0,0,0,0,0,5,50,41,0,0,18,24,41,011,000900,8,410110009008
"Block Group 4, Census Tract 9, Coos County, Oregon",526,312,214,526,157,369,526,24,43,15,61,42,44,68,32,21,25,96,41,0,0,14,0,41,011,000900,4,410110009004
"Block Group 7, Census Tract 9, Coos County, Oregon",389,269,120,389,125,264,389,0,57,13,18,72,20,0,25,0,56,20,14,29,0,56,9,41,011,000900,7,410110009007
"Block Group 2, Census Tract 9501, Curry County, Oregon",518,325,193,518,207,311,518,77,44,19,17,57,16,30,19,41,9,83,50,11,6,39,0,41,015,950100,2,410159501002
"Block Group 3, Census Tract 9502, Curry County, Oregon",926,510,416,926,138,788,926,22,29,29,88,102,41,43,15,18,74,16,126,16,70,111,126,41,015,950200,3,410159502003
"Block Group 1, Census Tract 9502, Curry County, Oregon",848,439,409,848,172,676,848,53,122,15,65,54,52,39,21,48,100,104,78,52,9,11,25,41,015,950200,1,410159502001
"Block Group 2, Census Tract 9503.01, Curry County, Oregon",378,222,156,378,54,324,378,0,71,0,28,23,0,0,20,0,39,44,36,84,0,33,0,41,015,950301,2,410159503012
"Block Group 1, Census Tract 9503.01, Curry County, Oregon",1031,578,453,1031,78,953,1031,36,68,52,48,39,38,80,35,18,63,15,155,261,49,74,0,41,015,950301,1,410159503011
"Block Group 1, Census Tract 12.01, Lane County, Oregon",629,478,151,629,152,477,629,15,60,7,74,43,11,20,38,0,50,84,112,20,53,14,28,41,039,001201,1,410390012011
"Block Group 3, Census Tract 12.01, Lane County, Oregon",415,294,121,415,143,272,415,34,39,12,16,0,65,0,49,20,26,77,68,0,9,0,0,41,039,001201,3,410390012013
"Block Group 1, Census Tract 31.02, Lane County, Oregon",504,370,134,504,61,443,504,0,42,0,0,41,50,43,92,0,19,44,27,10,30,66,40,41,039,003102,1,410390031021
"Block Group 2, Census Tract 31.02, Lane County, Oregon",628,546,82,628,16,612,628,12,18,11,0,0,0,0,40,0,12,128,107,89,71,63,77,41,039,003102,2,410390031022
"Block Group 2, Census Tract 37, Lane County, Oregon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,039,003700,2,410390037002
"Block Group 2, Census Tract 90, Multnomah County, Oregon",1020,850,170,1020,343,677,1020,47,0,151,14,18,101,40,48,42,88,136,155,48,30,89,13,41,051,009000,2,410510090002
"Block Group 1, Census Tract 90, Multnomah County, Oregon",1151,784,367,1151,407,744,1151,173,128,40,116,0,34,85,0,66,80,142,67,117,24,20,59,41,051,009000,1,410510090001
"Block Group 2, Census Tract 92.02, Multnomah County, Oregon",465,388,77,465,148,317,465,26,26,29,10,12,58,27,62,26,25,47,84,7,0,13,13,41,051,009202,2,410510092022
"Block Group 2, Census Tract 93.01, Multnomah County, Oregon",719,546,173,719,281,438,719,104,166,10,25,0,0,0,27,53,73,63,99,53,27,0,19,41,051,009301,2,410510093012
"Block Group 3, Census Tract 93.01, Multnomah County, Oregon",829,543,286,829,506,323,829,125,98,78,107,12,64,14,0,72,44,134,58,10,0,13,0,41,051,009301,3,410510093013
"Block Group 1, Census Tract 98.01, Multnomah County, Oregon",779,642,137,779,334,445,779,117,97,95,61,52,36,59,11,57,63,26,48,57,0,0,0,41,051,009801,1,410510098011
"Block Group 2, Census Tract 84, Multnomah County, Oregon",1044,825,219,1044,343,701,1044,48,117,26,88,59,137,43,93,51,112,91,48,77,17,37,0,41,051,008400,2,410510084002
"Block Group 1, Census Tract 89.02, Multnomah County, Oregon",981,794,187,981,53,928,981,35,9,0,10,53,49,24,0,75,75,93,268,107,72,89,22,41,051,008902,1,410510089021
"Block Group 2, Census Tract 91.01, Multnomah County, Oregon",867,663,204,867,380,487,867,109,39,44,25,114,27,25,32,32,122,107,73,45,25,34,14,41,051,009101,2,410510091012
"Block Group 1, Census Tract 91.01, Multnomah County, Oregon",1190,798,392,1190,453,737,1190,173,88,64,101,47,67,10,71,98,127,132,104,56,52,0,0,41,051,009101,1,410510091011
"Block Group 1, Census Tract 104.02, Multnomah County, Oregon",651,571,80,651,68,583,651,33,16,0,0,0,34,16,0,23,56,47,60,102,44,163,57,41,051,010402,1,410510104021
"Block Group 2, Census Tract 104.02, Multnomah County, Oregon",773,696,77,773,26,747,773,0,0,0,14,0,17,0,64,27,45,95,133,152,112,41,73,41,051,010402,2,410510104022
"Block Group 3, Census Tract 104.08, Multnomah County, Oregon",433,356,77,433,185,248,433,0,20,0,57,0,70,18,0,58,115,23,39,33,0,0,0,41,051,010408,3,410510104083
"Block Group 2, Census Tract 104.08, Multnomah County, Oregon",606,478,128,606,121,485,606,40,0,95,53,35,52,0,19,12,47,75,67,73,12,12,14,41,051,010408,2,410510104082
"Block Group 2, Census Tract 9602, Grant County, Oregon",300,201,99,300,88,212,300,28,23,36,16,15,0,43,7,0,8,16,30,42,8,25,3,41,023,960200,2,410239602002
"Block Group 6, Census Tract 308, Linn County, Oregon",676,552,124,676,143,533,676,106,0,77,27,0,35,0,72,76,89,11,115,27,0,41,0,41,043,030800,6,410430308006
"Block Group 4, Census Tract 308, Linn County, Oregon",369,115,254,369,93,276,369,74,57,27,63,24,11,11,20,15,29,12,0,26,0,0,0,41,043,030800,4,410430308004
"Block Group 5, Census Tract 301, Linn County, Oregon",419,317,102,419,56,363,419,0,0,15,75,37,0,0,0,64,37,47,24,54,33,33,0,41,043,030100,5,410430301005
"Block Group 4, Census Tract 301, Linn County, Oregon",471,323,148,471,55,416,471,0,21,0,36,33,18,17,37,0,38,99,66,55,18,0,33,41,043,030100,4,410430301004
"Block Group 2, Census Tract 9602, Tillamook County, Oregon",335,198,137,335,75,260,335,15,30,11,14,23,34,14,17,26,26,32,32,33,6,10,12,41,057,960200,2,410579602002
"Block Group 3, Census Tract 9608, Tillamook County, Oregon",384,207,177,384,6,378,384,17,9,12,10,22,30,18,0,17,80,60,38,15,11,15,30,41,057,960800,3,410579608003
"Block Group 2, Census Tract 9608, Tillamook County, Oregon",261,158,103,261,11,250,261,21,11,12,10,18,0,60,0,22,0,6,68,13,9,0,11,41,057,960800,2,410579608002
"Block Group 3, Census Tract 9606, Tillamook County, Oregon",477,240,237,477,8,469,477,0,29,0,14,22,39,7,28,11,27,67,65,32,28,50,58,41,057,960600,3,410579606003
"Block Group 2, Census Tract 9601, Tillamook County, Oregon",462,283,179,462,50,412,462,0,46,18,32,19,42,21,32,4,62,64,12,59,18,18,15,41,057,960100,2,410579601002
"Block Group 4, Census Tract 9601, Tillamook County, Oregon",334,216,118,334,70,264,334,23,16,5,31,12,32,5,21,26,25,35,68,24,5,0,6,41,057,960100,4,410579601004
"Block Group 3, Census Tract 9601, Tillamook County, Oregon",255,91,164,255,16,239,255,16,0,5,17,7,8,16,2,5,16,69,37,19,5,17,16,41,057,960100,3,410579601003
"Block Group 5, Census Tract 9604, Tillamook County, Oregon",444,355,89,444,133,311,444,0,15,65,14,15,43,44,0,42,0,45,69,79,13,0,0,41,057,960400,5,410579604005
"Block Group 7, Census Tract 9604, Tillamook County, Oregon",483,368,115,483,38,445,483,0,0,0,43,15,0,11,63,15,38,165,33,28,31,41,0,41,057,960400,7,410579604007
"Block Group 4, Census Tract 9604, Tillamook County, Oregon",197,120,77,197,42,155,197,0,22,18,0,26,8,0,0,23,33,0,40,14,13,0,0,41,057,960400,4,410579604004
"Block Group 1, Census Tract 13.01, Lane County, Oregon",473,248,225,473,154,319,473,139,0,44,16,22,24,22,28,9,49,21,36,37,0,0,26,41,039,001301,1,410390013011
"Block Group 3, Census Tract 18.03, Lane County, Oregon",477,292,185,477,161,316,477,62,15,33,70,20,32,10,0,24,59,30,32,47,35,8,0,41,039,001803,3,410390018033
"Block Group 2, Census Tract 18.03, Lane County, Oregon",618,550,68,618,137,481,618,19,51,14,27,44,47,16,26,18,51,107,41,48,60,41,8,41,039,001803,2,410390018032
"Block Group 1, Census Tract 19.04, Lane County, Oregon",954,840,114,954,100,854,954,66,16,55,78,66,71,0,73,0,58,191,123,122,35,0,0,41,039,001904,1,410390019041
"Block Group 2, Census Tract 20.01, Lane County, Oregon",623,404,219,623,126,497,623,0,13,64,0,19,11,0,66,50,101,52,84,110,27,17,9,41,039,002001,2,410390020012
"Block Group 2, Census Tract 22.02, Lane County, Oregon",439,328,111,439,0,439,439,18,0,0,16,17,68,17,16,87,33,31,31,44,47,0,14,41,039,002202,2,410390022022
"Block Group 3, Census Tract 22.02, Lane County, Oregon",1549,1113,436,1549,160,1389,1549,125,0,89,121,89,47,62,18,38,181,118,125,97,131,123,185,41,039,002202,3,410390022023
"Block Group 1, Census Tract 38, Lane County, Oregon",403,341,62,403,18,385,403,151,20,99,24,0,0,0,20,72,0,0,0,0,17,0,0,41,039,003800,1,410390038001
"Block Group 4, Census Tract 38, Lane County, Oregon",880,816,64,880,71,809,880,264,201,88,0,80,41,49,24,0,86,0,47,0,0,0,0,41,039,003800,4,410390038004
"Block Group 5, Census Tract 38, Lane County, Oregon",1128,977,151,1128,262,866,1128,561,137,53,165,60,42,0,0,20,23,0,18,0,0,49,0,41,039,003800,5,410390038005
"Block Group 1, Census Tract 208.01, Linn County, Oregon",337,286,51,337,108,229,337,5,6,14,45,14,41,56,7,30,8,33,53,6,8,6,5,41,043,020801,1,410430208011
"Block Group 2, Census Tract 9400, Jefferson County, Oregon",476,393,83,476,298,178,476,50,17,48,60,0,16,30,7,30,69,42,33,25,33,5,11,41,031,940000,2,410319400002
"Block Group 1, Census Tract 9400, Jefferson County, Oregon",360,262,98,360,156,204,360,60,8,51,23,24,2,15,7,6,13,30,75,30,5,11,0,41,031,940000,1,410319400001
"Block Group 2, Census Tract 9603.02, Jefferson County, Oregon",330,271,59,330,77,253,330,12,6,7,35,9,25,18,11,28,33,45,33,42,2,19,5,41,031,960302,2,410319603022
"Block Group 3, Census Tract 319.12, Washington County, Oregon",261,172,89,261,40,221,261,0,0,20,10,13,0,21,10,0,43,50,33,20,10,12,19,41,067,031912,3,410670319123
"Block Group 2, Census Tract 319.12, Washington County, Oregon",596,525,71,596,72,524,596,10,0,0,13,0,21,0,10,31,85,39,126,69,17,100,75,41,067,031912,2,410670319122
"Block Group 1, Census Tract 316.16, Washington County, Oregon",663,355,308,663,20,643,663,33,0,19,20,20,55,49,28,45,56,56,71,52,21,60,78,41,067,031616,1,410670316161
"Block Group 2, Census Tract 316.16, Washington County, Oregon",1110,940,170,1110,90,1020,1110,38,9,58,43,0,78,127,60,38,76,172,207,98,27,45,34,41,067,031616,2,410670316162
"Block Group 3, Census Tract 316.09, Washington County, Oregon",842,679,163,842,76,766,842,11,56,0,44,0,0,0,0,0,80,48,211,52,116,181,43,41,067,031609,3,410670316093
"Block Group 2, Census Tract 316.09, Washington County, Oregon",2638,2311,327,2638,464,2174,2638,159,79,90,120,130,28,137,132,91,469,385,447,125,146,43,57,41,067,031609,2,410670316092
"Block Group 4, Census Tract 316.09, Washington County, Oregon",1017,919,98,1017,210,807,1017,0,43,15,75,42,77,13,0,41,66,164,82,151,35,51,162,41,067,031609,4,410670316094
"Block Group 2, Census Tract 315.14, Washington County, Oregon",965,864,101,965,42,923,965,19,0,0,0,27,32,49,12,24,8,47,97,170,65,220,195,41,067,031514,2,410670315142
"Block Group 1, Census Tract 315.14, Washington County, Oregon",468,441,27,468,0,468,468,0,0,0,0,54,0,20,0,21,0,29,59,23,0,45,217,41,067,031514,1,410670315141
"Block Group 2, Census Tract 9.02, Multnomah County, Oregon",615,553,62,615,133,482,615,18,14,35,20,12,83,0,0,60,24,39,93,115,53,28,21,41,051,000902,2,410510009022
"Block Group 3, Census Tract 9.02, Multnomah County, Oregon",461,450,11,461,107,354,461,14,24,25,16,0,33,9,25,42,32,31,92,39,37,23,19,41,051,000902,3,410510009023
"Block Group 1, Census Tract 9.02, Multnomah County, Oregon",927,828,99,927,117,810,927,14,11,63,27,70,42,24,42,36,190,70,93,32,36,135,42,41,051,000902,1,410510009021
